,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,class
2054,,0.105,,1.1,,44.0,140.0,0.9914200000000001,,0.55,,2
2055,8.3,0.14,0.36,,,,,,3.13,,11.05,1
2056,6.1,,,,,,,,3.12,,8.9,1
2057,6.2,0.25,0.54,7.0,0.046,,,0.99454,,0.7,,1
2058,,0.19,,,0.026000000000000002,,58.0,0.9918399999999999,,0.5,,0
2059,6.5,0.43,,12.0,,23.0,174.0,,3.31,0.55,9.3,1
2060,,,0.4,5.5,0.037000000000000005,,,,3.05,,11.5,4
2061,,,0.38,,0.051,,129.0,,,0.38,11.5,0
2062,6.3,,,6.6,0.04,,141.0,0.995,3.22,,9.5,1
2063,6.9,0.28,,2.1,0.036000000000000004,42.0,,,3.42,,,2
2064,6.8,,,1.0,,22.0,,,,0.61,10.2,1
2065,6.7,,0.32,,,,,0.9951200000000001,3.29,,,0
2066,,0.34,0.3,,,,178.0,0.99554,,0.44,10.4,0
2067,6.8,,0.04,1.3,,,,,3.17,,10.2,4
2068,,,0.64,,,,170.0,,,,,1
2069,6.1,,0.33,,0.021,26.0,,0.9886,3.12,,12.5,0
2070,,0.28,0.28,4.5,,,92.0,,,0.58,,0
2071,,0.3,,10.6,,,119.0,0.99815,,0.3,,0
2072,,,,17.2,0.036000000000000004,,219.0,0.9996,2.96,0.46,9.7,1
2073,,,0.24,,,37.0,150.0,,3.3,0.31,11.5,2
2074,6.9,0.36,0.28,13.55,0.048,51.0,189.0,0.99782,,0.6,,2
2075,,,,12.8,,29.0,,,3.31,0.57,11.8,2
2076,8.0,,,12.1,,,220.0,0.9993,2.94,0.48,,1
2077,8.0,,,,0.053,29.0,146.0,0.9982,3.4,,,0
2078,,,,8.1,0.046,24.0,155.0,0.9956,,,,0
2079,6.2,0.24,,12.5,,47.0,,,,,,1
2080,7.5,0.305,,1.4,,30.0,,,,0.52,,2
2081,,0.2,0.37,,,,190.0,0.9995,,,9.2,0
2082,,0.4,,8.2,0.05,15.0,122.0,,,,9.3,1
2083,,0.42,,8.4,0.05,,,0.99495,,0.46,9.7,0
2084,7.6,,,,0.040999999999999995,,,,3.2,,9.2,0
2085,,0.19,0.35,1.7,0.036000000000000004,33.0,101.0,,3.21,,,2
2086,,,,7.6,,56.0,177.0,,,0.32,,0
2087,,,0.52,6.2,,37.0,104.0,0.99161,3.28,0.51,,2
2088,,,,,,,,0.99564,,,,3
2089,,0.21,,1.4,,,66.0,,3.43,,11.1,0
2090,,0.55,,15.55,,,366.5,,,,11.0,5
2091,,,,,,,130.0,,3.28,0.48,,1
2092,5.9,,0.14,2.7,,27.0,,0.9931,3.46,,,2
2093,,,0.24,14.2,,19.0,,0.9982,3.17,0.5,,1
2094,,0.24,0.31,13.1,,26.0,,,,,,0
2095,7.4,,,1.5,,,126.0,,2.98,,,0
2096,,,0.65,10.4,,,192.0,0.9976,3.16,,8.7,1
2097,6.7,0.24,,12.3,0.046,31.0,,0.9983,3.36,,,1
2098,,0.22,0.56,14.5,0.055,,,,,,9.1,1
2099,,,0.44,12.2,,,245.0,,3.26,,,0
2100,7.2,,,,,15.0,,,3.29,,,0
2101,,0.22,0.42,14.6,,45.0,163.0,,3.21,,8.6,2
2102,6.4,,0.49,6.4,0.042,49.0,,,,0.44,10.4,0
2103,,,0.16,6.4,,36.0,,0.9944,,0.62,9.9,0
2104,6.7,0.18,0.3,,,,,,3.29,,,1
2105,,0.36,,7.6,0.035,37.0,122.0,0.9939,3.16,,,1
2106,,,0.36,5.1,,46.0,145.0,0.9897,,,,2
2107,6.8,,0.3,5.3,,40.0,,0.9942,,,,0
2108,6.0,,0.32,3.8,,,180.0,0.99011,,0.34,,0
2109,9.6,,0.28,,,,,,2.8,0.46,,1
2110,,,0.56,,0.044000000000000004,47.0,,0.9924,,0.57,,2
2111,6.9,0.23,0.34,2.7,0.032,24.0,,0.9902,3.14,,,2
2112,,,0.24,,,34.0,231.0,,,0.54,,0
2113,,0.18,,,0.062,,171.0,,3.0,0.52,9.0,2
2114,5.9,,,,,57.0,135.0,0.99341,3.32,,9.5,1
2115,5.9,0.24,0.3,2.0,0.033,,92.0,,,,,2
2116,,0.33,0.27,,0.185,,188.0,,3.12,0.62,9.4,1
2117,7.9,0.3,,,0.036000000000000004,,,,2.96,0.46,,0
2118,7.0,0.32,0.24,6.2,0.048,31.0,228.0,0.9957,,,,0
2119,5.1,,0.28,,0.047,48.0,,,,,10.4,1
2120,,0.56,0.16,3.1,0.045,,92.0,0.9940000000000001,,0.35,9.1,0
2121,,,,,,39.0,149.0,0.99254,3.4,,10.5,1
2122,,0.16,0.37,,0.037000000000000005,27.0,,0.99345,3.38,0.5,,0
2123,,0.23,0.35,1.4,,31.0,,,3.16,,10.8,2
2124,,0.24,,3.8,,,,,3.55,,,3
2125,6.8,0.12,,,0.049,,88.0,,3.2,0.35,9.9,0
2126,,0.16,,1.4,0.042,,,,3.15,0.46,,1
2127,,0.67,,,,,193.0,0.9984,3.08,0.67,9.0,4
2128,7.5,,0.29,,,25.0,,,,0.59,9.3,0
2129,7.5,0.13,0.38,,,,104.0,0.9911200000000001,,0.53,11.8,0
2130,8.0,,,,0.035,22.0,108.0,,,0.36,11.6,0
2131,6.5,0.18,,,0.040999999999999995,,,,3.34,,,0
2132,,,0.45,,0.047,,,0.9974,,,,0
2133,,,,,0.034,,111.0,,3.16,0.51,11.0,0
2134,,,,18.15,,23.0,,0.9990399999999999,3.06,,,1
2135,,,,,,19.0,,0.9933,,,,2
2136,6.7,,0.31,,,,,0.99834,3.06,,9.1,1
2137,,,,1.45,,,,,2.99,0.56,,1
2138,6.9,,,,0.03,30.0,114.0,0.9936799999999999,3.22,,,0
2139,,0.27,,1.1,,,156.0,,,0.54,,0
2140,6.0,0.2,0.24,5.3,0.075,49.0,,0.99466,3.21,0.43,9.5,1
2141,7.0,0.24,0.35,1.5,0.052000000000000005,51.0,128.0,0.9941,3.41,,10.4,2
2142,6.6,,0.26,,0.028999999999999998,,110.0,,,,,3
2143,,,0.26,1.7,,,,,,0.53,11.0,0
2144,,0.29,,,0.035,54.0,155.0,0.9897600000000001,3.27,0.34,12.9,3
2145,,0.3,0.22,10.2,,57.0,191.0,,,,,0
2146,7.0,0.27,0.48,6.1,0.042,60.0,184.0,,,,,0
2147,6.8,,0.27,8.6,0.044000000000000004,,104.0,,3.2,,9.9,0
2148,9.0,0.31,0.48,,0.043,,73.0,,,,11.6,1
2149,6.8,0.33,0.44,,0.05,,,,3.14,,9.5,1
2150,5.8,,,,0.033,23.0,,,3.42,,,2
2151,,0.2,0.3,,,,49.0,0.9924200000000001,2.99,,10.3,1
2152,6.4,,0.23,,,,133.0,0.9908,3.12,0.54,11.4,2
2153,6.8,,,,,37.0,,,3.12,,,2
2154,,,0.49,4.9,0.04,,,0.9935,3.34,,9.5,2
2155,,,,,0.078,30.0,139.0,,,,9.0,0
2156,,0.145,0.29,,,35.0,,,,0.49,11.3,0
2157,,0.18,,8.8,,26.0,,0.9961,2.94,,9.3,1
2158,6.3,0.25,,1.8,0.021,41.0,,,3.19,0.31,,0
2159,6.8,0.24,,,0.049,,,,3.1,,,0
2160,,0.22,,11.0,0.040999999999999995,75.0,,0.99508,2.98,0.56,10.5,0
2161,,,0.49,7.0,,,,0.9952,3.21,,,1
2162,,0.36,0.37,4.8,,,,0.99036,3.08,0.49,,2
2163,7.0,,0.35,2.5,,,,,3.05,0.56,11.1,0
2164,,,0.39,3.3,0.114,24.0,,,,,,0
2165,,,0.41,,,52.0,,0.9911,3.29,0.39,12.2,2
2166,6.8,,0.27,8.6,0.044000000000000004,45.0,,0.99454,3.2,0.37,,0
2167,6.0,0.38,0.26,3.5,,38.0,111.0,0.98872,,,,2
2168,6.5,0.18,0.48,,0.054000000000000006,,183.0,,,,8.5,0
2169,6.2,,,7.1,,54.0,201.0,,3.19,0.48,9.5,0
2170,7.0,0.12,0.28,6.3,,,103.0,,3.5,0.44,9.6,1
2171,,,,3.5,0.044000000000000004,17.0,,0.9937,3.01,0.39,9.2,1
2172,6.2,0.22,0.27,1.5,,20.0,,0.9938,,0.46,9.2,0
2173,6.5,,0.39,7.8,0.038,61.0,,,3.19,0.5,,1
2174,6.8,,0.29,,,,,,,0.51,,0
2175,,,,,0.049,,,,,0.48,10.9,2
2176,,,,1.0,,63.0,178.0,0.9921200000000001,3.1,,9.7,1
2177,,0.36,0.44,1.9,0.04,,,,3.19,0.48,,0
2178,,0.32,0.13,7.8,0.042,11.0,,,3.23,0.37,9.2,1
2179,,0.19,,9.3,,26.0,,,,0.32,11.0,2
2180,,0.23,,,,22.0,,,3.22,0.62,,0
2181,6.7,,,,0.039,29.0,115.0,0.99469,3.11,0.45,,2
2182,6.3,,0.21,5.1,0.035,,142.0,0.9942,,0.33,,2
2183,6.7,0.5,0.38,,,26.0,175.0,0.9966200000000001,,0.54,,1
2184,6.5,0.28,,,,44.0,139.0,,,,10.2,0
2185,,0.3,,,0.049,,,,3.22,0.48,,1
2186,,,,6.85,,,,,3.38,0.58,10.1,0
2187,8.0,,0.42,,0.044000000000000004,,163.0,1.0003,,0.69,8.6,2
2188,,,0.49,3.8,,46.0,139.0,,,0.38,,0
2189,,,0.35,10.2,0.043,,106.0,,,,9.7,0
2190,,0.4,0.27,,,27.0,95.0,0.99175,3.21,,,3
2191,,0.27,,7.7,,,186.0,0.9962,,,,1
2192,,,0.32,16.2,0.044000000000000004,31.0,170.0,,,0.37,,1
2193,,,0.26,1.3,,,,,3.36,,10.0,0
2194,,0.26,,,0.03,,119.0,0.9947,,,,2
2195,,0.3,,,,,111.0,0.9957600000000001,3.11,0.61,10.6,1
2196,,,0.46,11.1,0.053,,177.0,,,,,1
2197,,,0.27,,0.036000000000000004,15.0,,0.99406,2.99,0.36,11.2,0
2198,,,,,0.057999999999999996,,134.0,0.9998,,,,2
2199,8.0,,,,0.031,46.0,,0.9926,3.16,,12.7,3
2200,,0.36,0.32,,0.031,13.0,,,3.1,,10.6,1
2201,,,,1.3,0.040999999999999995,,188.0,,3.17,0.49,,1
2202,7.5,0.28,0.33,,0.048,,180.0,,3.37,0.59,,0
2203,,0.35,,,0.036000000000000004,,92.0,,,0.53,12.8,2
2204,5.9,0.42,,,,,77.0,0.9918399999999999,3.25,0.48,10.9,1
2205,6.4,,0.28,12.6,,,124.0,,,,,0
2206,,,,,,,,0.9942,,0.48,,1
2207,,,0.29,8.2,,32.0,,0.9945299999999999,,,10.1,0
2208,7.5,,0.23,,,,174.0,,3.18,0.49,9.7,1
2209,9.8,,0.46,,0.038,4.0,,,2.89,0.3,,4
2210,7.0,,,,,,91.0,,3.3,0.43,9.9,0
2211,,,0.04,,,,128.0,0.9985,3.37,0.57,,0
2212,6.3,,0.48,7.4,0.053,,149.0,,3.18,0.53,,1
2213,,0.41,0.18,3.5,0.027000000000000003,23.0,109.0,0.99018,,,12.8,3
2214,,,0.45,5.4,,,118.0,,,,9.6,1
2215,5.9,,0.27,,0.051,43.0,136.0,,,0.53,,0
2216,7.2,,,,,66.0,178.0,0.9976,,,8.7,1
2217,,,,15.55,0.037000000000000005,,171.0,0.9986,2.94,0.35,8.8,0
2218,,0.17,0.52,5.9,0.017,21.0,84.0,,,0.4,,2
2219,,0.265,0.22,8.6,,,198.0,,,,,1
2220,5.7,,0.34,4.2,,,77.0,0.9907,3.41,,,0
2221,,,,10.8,0.027999999999999997,,,,,0.37,,0
2222,6.6,,0.3,14.4,0.052000000000000005,40.0,,,3.02,,,0
2223,,,,,,,106.0,,3.18,0.47,,0
2224,6.5,0.41,,,,65.0,,,,0.51,,1
2225,,,,,,13.0,121.0,,,0.34,12.1,0
2226,7.3,,,5.2,,18.0,104.0,,3.24,0.45,10.7,4
2227,,,0.29,1.1,0.040999999999999995,32.0,92.0,0.99036,3.26,,11.2,0
2228,,,0.29,,,,187.0,,3.13,,,0
2229,8.5,,0.47,15.2,0.057,,,1.0005,3.02,0.66,,1
2230,6.4,,,5.9,,,,,,,,4
2231,8.1,,,7.9,0.031,23.0,118.0,0.9917600000000001,3.05,,13.3,2
2232,7.9,,,7.4,,58.0,152.0,,3.12,,,0
2233,7.6,0.23,,,,,,,3.08,,9.6,0
2234,,0.36,0.52,10.1,0.05,29.0,140.0,0.9962799999999999,,0.4,9.4,1
2235,5.8,,0.2,,0.04,,145.0,,,,9.8,1
2236,,0.23,0.39,16.1,0.053,71.0,,0.9988,,,10.2,0
2237,,,0.27,,0.04,,,,,0.39,,1
2238,,,0.3,,,,,,,0.51,,0
2239,6.7,,,,,22.0,80.0,,3.03,0.37,11.5,1
2240,7.7,,,,0.046,,,0.9983,,0.46,,1
2241,,0.19,,8.9,,,182.0,,3.18,,9.9,0
2242,6.6,0.24,0.33,,,8.0,,,3.19,0.51,,0
2243,,0.21,0.34,,,,253.0,0.9953,3.22,,,0
2244,6.2,,,,,20.0,111.0,0.9922799999999999,3.41,,10.0,1
2245,,0.32,0.24,,0.053,8.0,,0.9958,3.14,,,5
2246,,0.27,,,0.053,,173.0,,3.11,0.6,,1
2247,,,,1.6,,,,,,0.59,10.5,0
2248,7.2,0.39,,11.0,,,178.0,0.9976,,,,1
2249,,0.19,0.35,6.9,0.045,,125.0,0.9933,,0.44,,2
2250,6.8,,0.42,,,,200.0,0.99556,,,,0
2251,7.6,0.23,,,,,166.0,,3.03,,9.2,4
2252,,,0.24,,,,,,,,10.5,0
2253,6.4,,,,,27.0,,0.99198,3.22,,,0
2254,,0.22,,4.9,0.042,51.0,,0.9952,,,,0
2255,,0.24,0.39,,,,158.0,,3.21,0.52,9.3,0
2256,,0.38,,,0.042,,,0.99177,,0.5,,1
2257,,0.26,,4.8,0.05,,,0.9943700000000001,3.13,,,0
2258,,0.32,0.37,,,,87.0,0.9902,,0.53,12.7,0
2259,,0.29,,1.6,0.062,17.0,140.0,,,0.35,11.1,0
2260,7.1,,0.39,2.1,0.036000000000000004,,124.0,,3.28,,12.2,3
2261,,0.21,0.42,5.3,0.037000000000000005,,,,3.14,0.52,10.9,0
2262,,0.17,,11.8,,52.0,148.0,0.9980100000000001,,0.46,,1
2263,7.0,,,,0.03,26.0,,0.9932,,0.61,10.2,0
2264,5.5,,0.27,4.6,,22.0,104.0,0.9949,3.34,,9.0,1
2265,,,0.21,5.6,0.039,28.0,67.0,0.9932799999999999,,0.52,11.0,4
2266,,,,,,16.0,,,,0.37,12.1,0
2267,,0.16,,1.2,,39.0,122.0,,,0.75,,2
2268,4.8,,0.38,,,47.0,130.0,,,0.4,10.3,0
2269,,0.28,0.34,3.6,0.04,29.0,,0.99111,,0.48,,2
2270,7.1,0.36,0.24,,,,,,3.34,0.59,,0
2271,,0.17,0.32,,,,117.0,,3.24,,,0
2272,,,0.42,,,19.0,,0.9887100000000001,3.1,,,2
2273,7.4,,,14.9,,,169.0,0.99698,,0.37,,0
2274,6.1,0.22,,12.1,0.035,,,,3.21,,,1
2275,,,0.49,,0.048,27.0,,,3.24,0.42,10.6,0
2276,,0.28,0.41,,,,126.0,,,,,1
2277,6.9,0.19,0.33,1.6,0.039,,98.0,,3.09,,12.3,2
2278,6.9,,0.41,1.7,0.047,,134.0,0.9929,,,11.4,0
2279,,,0.44,9.0,0.053,62.0,178.0,,,,,1
2280,,,0.52,3.2,,,,,,0.53,11.4,0
2281,,,0.31,,,,,,3.14,,,0
2282,,0.4,,,0.043,,,0.9975,3.14,0.46,8.7,1
2283,5.5,,0.13,1.3,,45.0,,,3.26,0.38,,1
2284,,,0.27,,,,136.0,,,0.54,,2
2285,6.5,0.35,0.31,10.2,,,,,3.18,,,1
2286,7.2,,,5.9,0.048,14.0,125.0,0.9942799999999999,3.09,0.49,,1
2287,7.5,,0.49,,,,,,3.17,0.59,,2
2288,,0.35,0.51,7.8,,,177.0,,3.12,,,1
2289,6.0,,,,,27.0,96.0,0.9896,,0.44,12.3,0
2290,6.9,0.41,,,0.031,,,,,0.86,,4
2291,,0.32,0.31,,,,,,,,,1
2292,,0.32,0.23,,,39.0,121.0,0.9887,,0.35,12.0,1
2293,,0.17,0.32,,0.05,17.0,101.0,,3.14,,9.5,1
2294,,0.21,0.8,12.3,,77.0,183.0,0.9977799999999999,2.95,,,1
2295,,,0.43,9.2,,,126.0,0.9982,,0.47,9.3,1
2296,7.8,,,,,47.0,,0.9927799999999999,2.99,0.39,,0
2297,,,,,,20.0,72.0,0.9922,3.12,,10.5,2
2298,,0.3,,3.7,,54.0,173.0,0.9887,3.36,,,2
2299,,,0.24,13.1,0.05,52.0,,0.998,3.1,0.49,8.8,1
2300,,0.5,0.47,,,,126.0,,,0.42,,1
2301,,,,,,35.0,,0.9902200000000001,,,12.1,1
2302,6.0,0.29,,,,,114.0,0.9879399999999999,3.08,,,0
2303,,,,,,38.0,,,3.04,,,0
2304,,,0.0,6.4,,43.0,,,3.3,0.63,9.9,0
2305,7.7,,0.48,,,,178.0,0.9931,,0.64,,0
2306,7.1,0.25,0.25,,,,181.0,,3.2,0.42,,2
2307,6.5,0.18,0.31,1.7,0.044000000000000004,,,0.9928,3.49,0.5,10.2,2
2308,8.3,0.18,0.37,,0.049,,94.0,0.9937,,,10.1,1
2309,6.9,,0.42,8.5,0.048,,147.0,,,,9.5,0
2310,,0.3,0.46,,0.066,,133.0,,3.12,,,0
2311,8.4,0.2,0.38,11.8,,,,,,0.82,,0
2312,6.4,0.18,,,,,,,,,9.4,0
2313,7.4,0.33,,,0.049,,210.0,0.9990700000000001,,,9.5,1
2314,,,,,0.034,,,,,,10.5,0
2315,,,0.31,9.9,0.04,10.0,,,3.46,,,4
2316,,,,,,35.0,164.0,,3.53,0.51,,3
2317,6.8,,0.29,,0.052000000000000005,54.0,160.0,,,0.58,,0
2318,,,0.18,15.0,,21.0,,,,0.5,9.2,1
2319,7.2,,,11.4,,40.0,174.0,,,0.44,9.0,1
2320,7.4,,0.43,7.8,,,,0.9964,,0.55,,2
2321,,0.32,,,,,46.0,,,,,0
2322,,,0.36,,0.032,6.0,,,3.15,0.4,10.4,4
2323,7.7,0.42,0.38,,0.061,49.0,,0.9966,3.4,,,0
2324,6.4,0.27,0.49,7.3,,,,,,,9.2,0
2325,,,,1.5,0.033,,98.0,,3.14,,,0
2326,6.15,,0.37,3.2,0.021,,80.0,0.9907600000000001,,0.47,,1
2327,6.8,,0.59,,0.147,38.0,132.0,,,,,0
2328,,0.32,0.33,9.9,0.032,22.0,,0.9925799999999999,3.1,0.43,,2
2329,7.3,,0.39,6.4,0.034,,,,3.18,0.46,11.5,1
2330,,0.22,0.49,,0.031,,161.0,,3.01,,,0
2331,,0.34,0.27,,0.04,25.0,106.0,,3.01,0.55,10.4,1
2332,7.3,0.2,0.44,,0.045,21.0,,,,,,2
2333,,,,9.7,0.032,,,0.9940000000000001,,,,1
2334,,,0.3,9.9,0.040999999999999995,,,,,0.5,10.1,0
2335,7.1,,,,0.040999999999999995,,,,,0.43,13.5,2
2336,6.6,,0.41,,,,,,,0.63,,0
2337,7.4,,,13.2,0.067,53.0,178.0,0.9976,3.01,,,0
2338,9.2,0.34,,,0.06,46.0,,1.0018200000000002,3.08,,,0
2339,,,0.28,4.9,,,,,3.09,0.58,,2
2340,,,0.37,0.8,,,,0.9897,3.09,,10.8,1
2341,,0.38,,5.3,0.11699999999999999,57.0,181.0,,3.24,0.43,9.5,0
2342,6.6,,0.32,,,,,,,0.71,12.1,3
2343,,,0.26,,0.05,33.0,134.0,,,,,1
2344,6.8,,,7.5,0.040999999999999995,71.0,,0.9959,3.14,0.41,,1
2345,5.5,,,,0.038,23.0,131.0,0.99164,,,9.8,1
2346,7.2,0.32,,8.25,,14.0,104.0,,,,,0
2347,7.0,,,,,51.0,,0.99174,,,,0
2348,8.1,,,0.9,0.034,,86.0,0.99026,,,,0
2349,6.5,0.22,0.32,2.2,,36.0,,,3.27,0.59,,2
2350,,,0.37,,0.025,31.0,,,3.06,,12.6,3
2351,5.6,,0.26,1.1,0.035,,102.0,,3.47,0.56,10.6,0
2352,,,0.34,,0.067,,189.0,,3.07,,,2
2353,6.9,0.4,,,,,142.0,0.9975,3.14,,8.7,1
2354,5.1,,0.26,,,36.0,120.0,0.9918799999999999,,0.4,11.5,0
2355,,0.26,,,0.049,39.0,,,2.99,0.58,,0
2356,6.1,,0.3,,0.039,49.0,172.0,,3.4,,,1
2357,,,,7.3,0.045,,,,,0.4,,0
2358,5.8,,,,0.036000000000000004,19.0,,,3.09,0.49,,2
2359,,0.31,0.28,1.5,,,119.0,0.9919,,,10.4,2
2360,,0.19,,12.4,0.048,50.0,,,,,,0
2361,6.5,0.26,0.39,,,12.0,66.0,0.9908899999999999,3.25,,,2
2362,7.9,0.37,,,,,,,3.19,0.36,,0
2363,,0.25,0.26,13.1,0.051,,148.0,0.9972,,0.38,,1
2364,8.5,0.25,,2.8,0.032,11.0,,0.9918899999999999,3.06,,11.5,0
2365,8.2,,0.4,6.3,0.039,35.0,,,,0.34,,2
2366,7.0,,0.21,10.7,0.098,13.0,,0.9965700000000001,3.03,0.47,,1
2367,,0.2,,1.0,0.037000000000000005,21.0,74.0,,3.21,,11.0,1
2368,8.0,0.3,,,,47.0,,,3.14,0.48,10.0,1
2369,7.5,,0.49,,,,,0.9906,,,,0
2370,,0.27,0.74,1.5,,27.0,,,,0.48,11.2,0
2371,,0.2,,19.9,,69.0,237.0,,3.1,,9.2,0
2372,,,,1.4,0.036000000000000004,,,,,0.46,11.7,0
2373,,,0.26,,0.053,,,0.9969899999999999,,,,1
2374,,0.21,,,,,,0.9911200000000001,3.11,0.75,,0
2375,7.1,0.32,0.34,,0.039,,,,,,,3
2376,6.6,0.42,,2.8,,,,,,,13.4,0
2377,4.6,,,1.4,,,,,3.79,,10.2,1
2378,6.6,0.26,0.22,,,,,,,0.5,9.2,1
2379,6.8,0.18,0.24,,,64.0,,0.9952,3.13,,10.6,0
2380,,0.26,0.32,,0.07400000000000001,29.0,,0.998,,,,0
2381,,,,,0.039,37.0,130.0,,,0.43,,0
2382,6.2,0.17,0.28,,0.037000000000000005,,,,,0.46,10.8,2
2383,,,0.28,9.3,,,141.0,,,,10.3,0
2384,,0.34,,7.6,,,215.0,0.9965,,0.53,9.2,0
2385,,,0.21,,,,,,2.99,0.34,,0
2386,,0.35,0.32,,0.048,35.0,103.0,0.9911,,0.46,12.0,3
2387,,,0.24,,0.031,,,0.9948,,,11.3,2
2388,,0.28,,2.0,,,112.0,,,0.46,10.1,1
2389,6.6,,,,,32.0,141.0,0.9981,,0.49,,1
2390,6.7,0.19,0.41,,0.055999999999999994,,,,,0.44,,0
2391,7.9,,,2.0,,50.0,,,,,,3
2392,,0.23,,,0.038,40.0,118.0,0.99074,3.32,0.53,,2
2393,,0.28,,1.2,,29.0,,0.99205,,,10.7,4
2394,6.5,0.22,0.25,,0.05,,138.0,,3.3,,8.8,1
2395,,,0.62,,,41.0,172.0,,,0.67,,1
2396,7.5,,,,,54.0,,,3.04,0.56,,0
2397,,,,,0.048,,145.0,,3.16,0.42,9.3,0
2398,8.2,0.31,,,0.047,,87.0,0.9962799999999999,3.23,,10.6,1
2399,,,,1.4,0.051,41.0,107.0,,,,10.5,2
2400,,0.28,0.31,7.4,,7.0,81.0,,,,11.4,3
2401,,0.28,0.4,6.9,,,,0.9951,3.26,0.44,,0
2402,,,,,0.026000000000000002,,105.0,0.9896299999999999,3.26,0.58,,0
2403,,0.25,,5.5,0.038,15.0,129.0,,3.14,,9.6,0
2404,6.8,0.46,0.26,6.3,0.147,49.0,,,3.14,,,1
2405,,,0.28,10.6,,32.0,,0.99355,,0.55,11.5,2
2406,,,0.46,1.0,,,,,2.95,0.49,,0
2407,,,0.23,5.0,0.035,,,,,,12.8,0
2408,6.6,,,2.65,,,,,3.11,,13.3,2
2409,,0.2,0.61,16.2,,14.0,,,,0.36,9.2,0
2410,6.1,,0.52,1.4,,32.0,,,3.24,0.45,12.0,0
2411,7.2,0.14,0.35,1.2,0.036000000000000004,,,,3.46,0.39,,1
2412,7.6,0.19,,,0.047,32.0,193.0,,,,,2
2413,,0.285,0.29,5.15,0.035,,,0.9895,3.19,0.34,,3
2414,,0.27,0.24,4.6,0.098,36.0,,,,,,0
2415,6.1,0.19,0.37,,,24.0,99.0,0.9915299999999999,,0.5,,0
2416,,0.28,0.22,9.5,,30.0,111.0,,3.05,0.31,,4
2417,,,0.18,1.4,0.055999999999999994,13.0,137.0,0.9935,,0.42,9.5,1
2418,5.5,0.24,0.32,8.7,,19.0,102.0,0.9940000000000001,,,,1
2419,,0.17,0.28,2.5,0.027999999999999997,,98.0,,,,11.1,2
2420,,,0.29,2.8,,,,0.99159,3.31,,11.3,2
2421,,,,,,,154.0,,3.06,0.31,,1
2422,6.6,0.29,,6.75,,,98.0,0.9913,3.15,0.8,,2
2423,,,0.35,1.4,0.039,,128.0,0.9921200000000001,,0.68,10.4,1
2424,6.9,0.18,0.36,,,,117.0,0.9934,,,,2
2425,6.3,,0.22,,0.046,31.0,,0.9929,,,,0
2426,8.0,,0.32,,0.04,32.0,166.0,,3.0,0.55,11.3,2
2427,,0.36,0.28,,0.037000000000000005,,119.0,0.9908,,,12.4,3
2428,7.5,,0.31,,0.055,,,0.9968,,,,1
2429,,,,1.1,0.038,15.0,,0.9934,3.03,0.43,,1
2430,6.0,,,,0.175,47.0,159.0,,3.19,,,0
2431,,,,5.7,0.046,21.0,87.0,0.9934,,0.51,,1
2432,,,,17.8,0.052000000000000005,34.0,243.0,1.0007,,0.82,9.0,1
2433,,,0.36,1.1,0.031,27.0,,,3.23,0.34,13.2,3
2434,,,,1.5,0.037000000000000005,38.0,,0.99021,,0.49,12.0,0
2435,7.2,,0.28,,,,,,,0.59,11.3,0
2436,,0.24,,12.2,,,,0.9952,,0.37,,0
2437,6.0,,0.27,,,,,,,,12.7,2
2438,,,,,,14.0,,0.9923799999999999,,0.37,11.5,2
2439,,,,1.4,,37.0,110.0,0.9932,,,8.9,0
2440,,0.24,,,0.027999999999999997,,,,,0.46,11.4,1
2441,5.7,,0.35,5.1,0.026000000000000002,,,,,,12.4,0
2442,6.3,0.27,0.29,12.2,0.044000000000000004,59.0,,,,,8.8,0
2443,,,,,,29.0,,0.99151,2.96,0.39,,0
2444,6.5,,0.31,2.1,0.033,32.0,,0.9894350000000001,,,12.0,0
2445,,,0.2,,,,112.0,0.99336,,,,1
2446,,0.23,0.32,9.2,0.038,,,0.9966,3.04,,,0
2447,,0.29,,,0.040999999999999995,36.0,,,2.99,,,0
2448,,0.44,0.4,2.8,0.036000000000000004,35.0,167.0,,2.97,,9.2,1
2449,5.6,,,7.1,,,154.0,0.9931,3.3,0.4,,1
2450,,,0.31,1.7,0.048,,61.0,0.9895299999999999,,0.37,,2
2451,,,0.38,1.8,0.046,,,0.9925,3.32,,11.7,0
2452,6.6,0.28,0.3,,0.049,57.0,,0.9958,3.24,,,1
2453,,0.27,,,,36.0,,0.98918,,,12.4,0
2454,6.8,,,2.2,,,68.0,0.9932,3.17,,9.4,0
2455,,,,7.5,0.055,42.0,218.0,0.9965200000000001,3.37,0.54,,1
2456,,,0.05,,,36.0,146.0,,,0.5,,0
2457,6.4,,0.01,6.1,,20.0,,0.9936200000000001,3.19,0.42,,1
2458,,,0.28,11.1,0.055999999999999994,45.0,175.0,,3.42,,,1
2459,,,0.49,7.1,0.042,22.0,,0.9944,3.14,0.41,10.8,0
2460,,,0.31,,,,106.0,0.9891399999999999,3.26,0.39,12.9,2
2461,6.4,0.16,,,0.036000000000000004,,,,,,,0
2462,,0.26,0.27,,0.04,,,0.99295,,,10.5,0
2463,7.9,,0.36,,0.038,11.0,124.0,0.9928,,0.48,11.0,1
